fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"6477","+198088,60+567563,01",SUP,R,"55","12","120",EN60TO30RX10
"6478","+198088,90+581976,21",SUP,MR,,"1","10",RZFX
"6479","+198094,89+583187,99",SUP,MR,"55","16",VIN,SB40EB20PE30BP10
"6480","+198100,17+564927,20",SUP,R,"65","6","10",RX70RZ30
"6481","+198104,52+584703,51",SUP,MR,"85","6","30",RX70FX20FN10
"6482","+198107,62+563862,72",SUP,R,"65","18","90",SB90EB10
"6483","+198109,08+566393,48",SUP,R,,"1","10",RZRX
"6484","+198114,28+569815,65",SUP,R,"95","15","70",SB80EB20
"6485","+198117,88+563656,30",SUP,R,"95","12",JIN,SB60EB20EN10BP10
"6486","+198119,04+585157,16",SUP,MF,"85","11","50",BP30EO20PE10SB30EB10
"6487","+198121,70+579619,51",SUP,R,"85","13","50",SB80EB20
"6488","+198121,99+582584,99",SUP,R,,"1","10",RZ
"6489","+198122,79+575048,18",SUP,R,"75","17","90",SB50EB20EN10BP20
"6490","+198123,36+565225,89",SUP,R,"55","4","10",RX70RZ30
"6491","+198125,23+576960,30",SUP,R,"55","17","90",EN30SB30TO30EB10
"6492","+198125,51+561624,32",SUP,R,"95","9","30",SB80EB10BP10
"6493","+198130,90+559365,48",SUP,R,"45","10","120",ML60EN40
"6494","+198131,15+574317,69",SUP,R,"75","15","120",SB60TO20EB10EN10
"6495","+198132,42+567998,30",SUP,MR,"65","7","30",RZ60SB10PT20BP10
"6496","+198134,00+579199,87",SUP,MR,"85","7","30",SB60EB10BP20FX10
"6497","+198137,20+572346,28",SUP,R,"85","4","10",RX50RZ50
"6498","+198140,25+571049,02",SUP,R,,"2","10",RZRX
"6499","+198141,94+583342,68",SUP,R,"45","15","90",SB70EB20PE10
"6500","+198142,41+562762,87",SUP,R,"85","15","50",SB100
"6501","+198142,71+573836,37",SUP,MR,"85","8","30",SB40EB20BP30FX10
"6502","+198145,74+567855,77",SUP,R,"55","4","10",RX50RZ50
"6503","+198149,20+560007,29",SUP,R,,"3","10",RX
"6504","+198150,71+578881,13",SUP,R,"75","18","90",SB60EB30FX10
"6505","+198152,53+571440,60",SUP,R,"65","4","10",RX70RZ30
"6506","+198154,51+575913,94",SUP,MF,"85","8","30",BP40FN10FX10SB30EB10
"6507","+198159,19+568510,68",SUP,MF,"55","10","30",BP50PT20SB20EB10
"6508","+198159,84+572775,40",SUP,R,"85","16","70",SB90EB10
"6509","+198161,54+584560,80",SUP,R,"85","12",JIN,SB70EB20FI10
"6510","+198162,66+568957,47",SUP,R,,"3","10",RZRX
"6511","+198165,45+578032,00",SUP,F,"95","4","30",FN70FX20RX10
"6512","+198166,58+574799,83",SUP,R,"85","17","90",SB80EB20
"6513","+198167,65+569942,02",SUP,MR,"95","16","90",SB50EB20BP30
"6514","+198173,93+578765,08",SUP,R,"65","16","90",EN50SB50
"6515","+198177,07+561104,76",SUP,R,"75","15",VIN,TO60EN20SB20
"6516","+198177,90+568760,18",SUP,R,"65","9","30",SB80EB10BP10
"6517","+198178,59+566610,23",SUP,R,"85","13","50",SB80BP20
"6518","+198181,62+566911,37",SUP,R,"75","6","30",RX100
"6519","+198186,71+564734,00",SUP,MR,"75","9","30",SB50EB20BP30
"6520","+198191,39+564034,16",SUP,R,"85","14","50",SB70EB30
"6521","+198192,37+568288,83",SUP,R,"65","9","30",SB60RZ20EB10FI10
"6522","+198193,55+573992,44",INF,MR,"75","8","30",SB60EB10BP20FX10
"6523","+198193,55+573992,44",SUP,R,"35","18","120",SB70EB30
"6524","+198204,89+577457,32",SUP,F,"35","24","90",PA100
"6525","+198207,08+576649,17",SUP,MR,"55","7","10",SB40RZ30BP20FN10
"6526","+198217,94+580054,20",SUP,R,"85","14","50",SB70EB10BP20
"6527","+198219,58+583060,77",SUP,R,"85","15",JIN,SB60EB20EN10FI10
"6528","+198221,77+565670,21",SUP,R,"85","11","50",SB90EB10
"6529","+198224,28+578297,81",SUP,MR,"85","8","30",SB50EB10BP30FN10
"6530","+198225,50+565420,93",SUP,R,,"3","10",RXRZ
"6531","+198226,93+583980,35",SUP,MR,"65","10",JIN,SB50EB10EN10BJ10BP10FX10
"6532","+198227,77+583184,26",SUP,MR,"55","16",VIN,SB40EB20PE30BP10
"6533","+198230,89+580591,14",SUP,MR,"55","12",VIN,SB40EB20BP20BJ10ER10
"6534","+198231,47+576888,10",SUP,R,"85","16","90",SB80EN20
"6535","+198232,75+569753,16",SUP,R,"95","15","70",SB80EB20
"6536","+198237,60+582981,06",SUP,MR,,"3","10",RXFX
"6537","+198239,09+571649,52",SUP,R,"35","18","90",SB50EB40BP10
"6538","+198243,40+562538,97",SUP,R,"85","9","30",SB70EN20EB10
"6539","+198249,19+579295,97",SUP,MR,,"1","10",RZRXFX
"6540","+198251,09+580756,81",SUP,MR,"85","10","50",SB60EB10BP20FX10
"6541","+198260,67+560327,22",SUP,R,"85","9","30",SB60EB20EN10TO10
"6542","+198261,95+573702,40",SUP,R,"65","5","10",RX50RZ30FX20
"6543","+198269,46+563185,12",SUP,MR,"85","10","30",SB60EN10BP30
"6544","+198275,72+578377,89",SUP,MR,"85","8","30",SB50EB10BP30FN10
"6545","+198277,22+564320,21",SUP,R,"55","5","10",RX70RZ30
"6546","+198280,05+574938,98",SUP,MF,"75","8","30",BP40EO10FN10SB30EB10
"6547","+198287,21+568399,46",SUP,R,"65","7","30",SB70EB20FX10
"6548","+198287,24+565995,78",SUP,R,"75","15",VIN,SB70EN20EB10
"6549","+198288,66+584106,74",SUP,R,"55","14","70",SB60EB20BP10PE10
"6550","+198290,00+580464,31",SUP,R,"95","12","50",SB90EB10
"6551","+198291,56+582208,58",SUP,MR,,"1","10",RZFX
"6552","+198292,04+577804,64",SUP,R,,"2","10",RXRZ
"6553","+198302,28+580692,40",SUP,R,"95","12","50",SB90EB10
"6554","+198304,49+567691,05",SUP,R,,"3","10",RZRX
"6555","+198304,60+584521,12",SUP,MR,"55","14",VIN,SB40EB20PE40
"6556","+198305,44+578787,56",SUP,MR,,"1","10",RZRXFX
"6557","+198307,95+581928,91",SUP,R,"75","15","90",SB80EB20
"6558","+198311,66+570988,44",SUP,R,,"3","10",RXRZ
"6559","+198312,82+585071,67",SUP,R,"55","16","90",SB70EB10EN10BP10
"6560","+198313,03+560618,88",SUP,R,"75","15",VIN,TO50SB30EB10EN10
"6561","+198313,91+576480,46",SUP,R,"55","5","10",RX50RZ30FN20
"6562","+198314,27+583683,18",SUP,MR,"85","7","30",SB60EB10BP20FX10
"6563","+198319,70+578985,88",SUP,MR,"55","16",VIN,SB40EB30BP20PE10
"6564","+198320,40+567497,34",SUP,R,"65","13","120",ML70EN20TO10
"6565","+198322,63+579641,72",SUP,R,"85","14","50",SB70EB10BP20
"6566","+198326,81+572557,33",SUP,R,"35","16","70",SB70EB30
"6567","+198327,67+562833,19",SUP,R,"65","15",VIN,EN60SB20TO20
"6568","+198327,81+575887,97",SUP,MR,"55","18","70",SB50EB20PA20BP10
"6569","+198328,16+562075,38",SUP,R,"65","12","120",EN80ML10SB10
"6570","+198330,84+566237,75",SUP,R,"85","14","50",SB70EB30
"6571","+198335,10+582582,27",SUP,R,"75","13",VIN,SB60EB10EN10BP20
"6572","+198342,07+581740,27",SUP,MR,,"3","10",RXFX
"6573","+198342,59+572077,16",SUP,R,"85","4","10",RX50RZ50
"6574","+198347,31+579563,00",SUP,MR,,"1","10",RZRXFX
"6575","+198347,67+582828,25",SUP,R,"85","15","90",SB50EB20EN10BJ10BP10
"6576","+198351,20+559903,98",SUP,R,"75","13",VIN,EN50ML50
"6577","+198353,04+574072,91",SUP,R,"75","7","30",SB70EB20BP10
"6578","+198353,64+583075,94",SUP,R,"75","10",JIN,SB60EB20BP20
"6579","+198353,71+569839,38",SUP,R,"95","15","70",SB60EB20BP20
"6580","+198356,04+579154,95",SUP,MR,,"1","10",RZRXFX
"6581","+198358,83+584084,64",SUP,MR,"75","12",JIN,SB60EB10BP20EO10
"6582","+198359,03+570381,49",SUP,R,,"2","10",RZRX
"6583","+198363,44+573878,50",SUP,R,"75","4","10",RX70RZ30
"6584","+198365,20+573073,99",SUP,R,"75","17","90",SB70EB30
"6585","+198367,08+578704,74",SUP,MR,,"1","10",RZRXFX
"6586","+198370,77+578500,19",SUP,MR,,"1","10",RZRXFX
"6587","+198374,11+568082,87",SUP,R,"95","9","30",SB70EB20BP10
"6588","+198376,22+560901,86",SUP,R,"85","17",VIN,TO80EN10SB10
"6589","+198376,47+583161,13",SUP,MR,"55","16",VIN,SB40EB20PE30BP10
"6590","+198386,47+569781,59",SUP,R,"85","15","70",SB90EB10
"6591","+198388,25+583581,22",SUP,R,"65","12",JIN,SB60EB20BP10PE10
"6592","+198396,06+569172,39",SUP,R,"85","16","90",SB80EB10EN10
"6593","+198398,82+566625,82",SUP,R,"95","13",JIN,SB90EN10
"6594","+198403,26+580570,82",SUP,R,"85","14","50",SB70EB10BP10FN10
"6595","+198408,45+575319,06",SUP,R,"85","18","90",SB80EB20
"6596","+198408,67+584807,75",SUP,R,"65","15",VIN,SB60EB20BJ20
"6597","+198417,56+562908,76",SUP,R,"75","17",VIN,TO60EN20SB20
"6598","+198418,37+579404,69",SUP,R,"85","14","70",SB80EB20
"6599","+198419,81+564639,30",SUP,R,"55","14",VIN,EN50EB30SB20
"6600","+198421,76+573298,24",SUP,R,"95","7","30",SB70EB20BP10
"6601","+198422,86+579811,21",SUP,R,"85","14","50",SB70EB10BP20
"6602","+198425,27+562208,42",SUP,R,"75","14",VIN,EN50SB40RX10
"6603","+198425,97+560614,77",SUP,R,"85","9","30",SB70EB20TO10
"6604","+198426,71+569961,87",SUP,R,"85","16","90",SB90EB10
"6605","+198428,08+569692,01",SUP,R,"95","15","70",SB80EB20
"6606","+198428,70+578355,04",SUP,MR,,"1","10",RZRXFX
"6607","+198428,76+580074,89",SUP,R,"85","14","50",SB70EB10BP10FN10
"6608","+198429,42+583790,15",SUP,R,"85","9","50",SB70EB20FI10
"6609","+198429,63+585379,34",INF,F,"55","8","30",BP40PE20EO10FN10SB20
"6610","+198429,63+585379,34",SUP,MR,"55","16","70",SB50EB20BP20PE10
"6611","+198430,99+570106,05",SUP,R,,"3","10",RZRX
"6612","+198433,12+567330,47",SUP,R,"75","12",VIN,EN50SB20TO20ML10
"6613","+198436,88+564732,18",SUP,R,"75","4","10",RX70RZ30
"6614","+198438,95+572446,28",SUP,R,,"2","10",RXRZ
"6615","+198439,24+561313,25",SUP,R,"95","9","30",SB90EB10
"6616","+198441,84+563902,93",SUP,R,"75","5","10",RZ80RX20
"6617","+198443,25+581303,65",SUP,R,"85","16","50",SB80EB20
"6618","+198445,71+584290,00",SUP,MR,"55","14",VIN,SB40EB20PE40
"6619","+198453,76+579855,38",SUP,MR,"75","16","70",SB50EB10BP30FX10
"6620","+198454,48+562474,35",SUP,R,"45","13","120",EN80SB20
"6621","+198455,47+575785,24",SUP,R,"85","12","30",SB60EB20BP10FN10
"6622","+198457,04+569439,46",SUP,R,"85","16","90",SB80EB10EN10
"6623","+198458,12+572315,77",SUP,R,,"2","10",RXRZ
"6624","+198459,15+574346,12",SUP,R,"55","4","10",RX70RZ30
"6625","+198462,49+568898,18",SUP,R,"55","15","90",EN50SB30TO20
"6626","+198465,89+572828,72",SUP,R,"65","4","10",RZ70RX30
"6627","+198466,66+564983,18",SUP,R,"65","15",VIN,EN50SB30EB10TO10
"6628","+198470,84+583441,67",SUP,R,"85","12","50",SB70EB20FX10
"6629","+198477,93+573683,66",SUP,R,"65","7","30",SB70RZ30
"6630","+198481,32+585591,54",SUP,MR,"75","14",JIN,SB50EB20BP20PE10
"6631","+198482,31+563461,82",SUP,R,"55","14",VIN,EN80SB20
"6632","+198482,57+573620,64",SUP,MR,"75","8","30",SB50EB10BP20EO10FN10
"6633","+198485,29+577496,35",SUP,F,"85","6","10",FX50FN30RX20
"6634","+198486,68+567889,30",SUP,R,"85","8","30",SB70EB20EN10
"6635","+198487,60+572645,35",SUP,R,"85","16","70",SB90EB10
"6636","+198488,05+582473,01",SUP,R,"85","15","90",SB60EN40
"6637","+198490,99+578623,69",SUP,MR,,"1","10",RZRXFX
"6638","+198493,39+565467,72",SUP,R,"65","14",VIN,EN40SB30TO30
"6639","+198493,50+578662,31",SUP,MR,,"1","10",RZRXFX
"6640","+198493,87+581892,55",SUP,MR,,"3","10",RXFX
"6641","+198496,15+563682,15",SUP,MR,"75","11","30",SB60EB10BP30
"6642","+198503,37+561455,89",SUP,R,"85","11","30",SB70EB30
"6643","+198504,05+579255,18",SUP,MR,,"1","10",RZRXFX
"6644","+198507,02+559265,26",SUP,R,"95","16",VIN,SB70EN30
"6645","+198508,76+580030,07",SUP,R,"75","16","70",SB70EB10BP10FN10
"6646","+198509,49+578256,26",SUP,R,"65","17","90",SB60EN40
"6647","+198513,24+579154,37",SUP,MR,,"1","10",RZRXFX
"6648","+198515,96+581390,67",SUP,MF,,"2","10",FXRX
"6649","+198520,78+571946,38",SUP,R,"35","18","90",SB50EB40BP10
"6650","+198521,65+563146,06",SUP,MR,"95","12",JIN,SB40EN20EB10BP30
"6651","+198527,83+580862,36",SUP,R,"95","13","50",SB90EB10
"6652","+198531,60+579007,64",SUP,MR,,"1","10",RZRXFX
"6653","+198531,90+566184,08",SUP,R,"75","8","30",SB80EB20
"6654","+198533,99+562843,41",SUP,R,"85","12","30",SB80EB20
"6655","+198534,44+584897,81",SUP,MF,"75","9","30",BP30PE20EO10FN10SB20EB10
"6656","+198535,82+568368,42",SUP,MR,"55","8","30",RZ50SB20BP20PT10
"6657","+198536,05+582899,35",SUP,MR,"75","16","90",SB50EB20BJ10BP10ER10
"6658","+198537,13+559797,56",SUP,R,"75","12",VIN,EN70ML20TO10
"6659","+198549,16+576308,71",SUP,R,"55","17","90",SB60EB30EN10
"6660","+198550,73+568215,68",SUP,R,"85","9","30",SB90EB10
"6661","+198551,82+582113,94",SUP,R,"75","15","90",SB80EB20
"6662","+198551,87+559993,51",SUP,R,"75","13",VIN,ML60EN30RX10
"6663","+198553,80+583769,96",SUP,MF,"65","13",JIN,BP30PE30SB30EB10
"6664","+198557,08+564224,51",SUP,R,"55","18",VIN,SB60EN40
"6665","+198560,45+579548,65",SUP,MR,,"1","10",RZRXFX
"6666","+198564,38+584321,98",SUP,R,"95","13","50",SB70EB10BP10PE10
"6667","+198565,09+584365,49",SUP,MR,"55","14",VIN,SB40EB20PE40
"6668","+198566,36+576190,38",SUP,R,"55","8","30",SB50EB30BP20
"6669","+198567,50+580086,44",SUP,R,"85","14","50",SB70EB10BP10FN10
"6670","+198568,40+582720,99",SUP,MF,"85","17",VIN,BJ30ES20BP10SB30EB10
"6671","+198568,74+581804,42",SUP,MR,,"3","10",RXFX
"6672","+198570,09+564096,19",SUP,R,"85","15",JIN,SB60EB40
"6673","+198571,40+578740,19",SUP,MR,,"1","10",RZRXFX
"6674","+198574,53+577243,29",SUP,R,"45","4","10",RX50RZ30FX20
"6675","+198575,36+579857,06",SUP,R,"85","15","50",SB70EB10BP10FN10
"6676","+198576,25+567170,77",SUP,R,"75","6","30",RX100
"6677","+198582,00+581996,52",SUP,R,"45","6","10",RX100
"6678","+198582,77+581518,74",SUP,MF,"85","7","30",BP60FN10SB20EB10
"6679","+198585,00+565233,48",SUP,R,"85","10","50",SB90EB10
"6680","+198587,58+577397,14",SUP,MR,"75","8","30",SB50EB20BP20FN10
"6681","+198588,94+584099,15",SUP,R,"95","13","50",SB70EB10BP10PE10
"6682","+198594,28+578945,64",SUP,MR,,"1","10",RZRXFX
"6683","+198600,11+571490,02",SUP,R,"65","4","10",RX70RZ30
"6684","+198601,46+578507,76",SUP,MR,"85","8","30",SB50EB10BP30FN10
"6685","+198603,22+574082,53",SUP,R,"75","16","120",SB80EB10EN10
"6686","+198603,74+561821,96",SUP,R,"65","5","10",RX100
"6687","+198604,48+569744,99",SUP,R,"85","15","70",SB90EB10
"6688","+198604,49+567007,16",SUP,R,"85","7","30",SB90EB10
"6689","+198605,41+577704,86",SUP,R,"85","18","90",SB80EB10EN10
"6690","+198608,97+570309,49",SUP,R,"75","15","90",SB60EB30EN10
"6691","+198610,85+566622,96",SUP,R,"75","6","30",RX100
"6692","+198611,53+581856,42",SUP,MR,,"3","10",RXFX
"6693","+198615,28+572676,39",SUP,R,"75","17","90",SB70EB30
"6694","+198617,29+571325,59",SUP,R,"75","14","70",SB90EB10
"6695","+198623,57+578864,55",SUP,MF,"85","7","30",BP40FN20EO10SB30
"6696","+198623,83+571194,36",SUP,R,"75","14","70",SB90EB10
"6697","+198624,22+583328,43",SUP,R,"85","6","30",RX90FX10
"6698","+198631,75+581681,51",SUP,R,"75","14","90",SB60EB20BP10FX10
"6699","+198637,67+561086,84",SUP,R,"95","8","30",SB80EB20
"6700","+198641,37+582990,33",SUP,R,"75","17","90",SB70EN10BP10FX10
"6701","+198648,72+574340,46",SUP,R,"65","18","120",TO40SB30EB20EN10
"6702","+198649,12+564454,09",SUP,R,"85","13","50",SB80EB20
"6703","+198649,33+575427,79",SUP,R,"55","19","90",SB80EB10RX10
"6704","+198650,41+579018,99",SUP,MR,,"1","10",RZRXFX
"6705","+198651,76+580114,52",SUP,R,"85","14","50",SB70EB10BP10FN10
"6706","+198653,73+578082,96",SUP,MR,,"3","10",RXRZFX
"6707","+198658,56+560334,03",SUP,R,,"2","10",RX
"6708","+198661,67+580054,62",SUP,R,"75","16","70",SB70EB10BP10FN10
"6709","+198663,45+584895,41",SUP,R,"85","8","50",SB70EB20FI10
"6710","+198669,27+566456,74",SUP,R,"95","13","50",SB100
"6711","+198671,08+573873,46",SUP,MR,"65","5","10",RX40RZ30FX30
"6712","+198671,12+572043,62",SUP,R,"55","13",VIN,EB60SB40
"6713","+198671,55+570171,95",SUP,R,,"3","10",RZRX
"6714","+198679,34+582660,14",SUP,R,"75","18",VIN,SB50EB20EN10BJ10ES10
"6715","+198680,41+577353,57",SUP,R,"75","17","90",SB80EB10EN10
"6716","+198683,01+563958,37",SUP,R,"85","14","50",SB80EB20
"6717","+198687,70+585284,16",SUP,R,"85","12","50",SB80EB20
"6718","+198687,85+575647,98",SUP,MR,"65","6","10",RX40RZ30FX30
"6719","+198693,08+575110,83",SUP,R,"55","17","90",SB50TO30EN20
"6720","+198693,11+581892,29",SUP,MR,,"3","10",RXFX
"6721","+198693,24+570817,80",SUP,R,"75","16","90",SB70EB30
"6722","+198694,90+565025,70",SUP,R,"25","5","10",RX70RZ30
"6723","+198695,21+563683,09",SUP,R,"75","6","10",RZ60RX30FX10
"6724","+198696,62+569603,18",SUP,R,"85","15","70",SB90EB10
"6725","+198698,01+571627,32",SUP,R,"75","15",VIN,SB70EB30
"6726","+198698,71+577205,67",SUP,R,"65","19","90",SB60EB40
"6727","+198698,84+577761,16",SUP,MR,,"2","10",RXRZFX
"6728","+198699,39+579917,04",SUP,R,"85","15","50",SB70EB10BP10FN10
"6729","+198701,68+559297,24",SUP,R,"85","5","10",RX70RZ30
"6730","+198702,89+579707,05",SUP,R,"85","14","70",SB80EB20
"6731","+198704,02+567732,41",SUP,R,"75","6","10",RX60RZ40
"6732","+198709,87+579437,48",SUP,MR,,"1","10",RZRXFX
"6733","+198710,87+571554,89",SUP,R,"45","16","90",EB40SB40BP20
"6734","+198711,45+576726,91",INF,MR,"45","10","30",SB60EB10BP20FX10
"6735","+198711,45+576726,91",SUP,R,"55","16","90",SB80EB20
"6736","+198711,82+570684,41",SUP,MR,,"3","10",RZRXFX
"6737","+198720,08+573473,25",SUP,R,"85","17","90",SB70EB20EN10
"6738","+198721,13+577838,71",SUP,MR,,"3","10",RXRZFX
"6739","+198721,41+570058,72",SUP,R,"85","16","90",SB90EB10
"6740","+198722,05+569082,77",SUP,R,"85","16","90",SB80EB10EN10
"6741","+198724,00+565736,41",SUP,R,"85","12","50",SB70EB20EN10
"6742","+198726,65+582465,67",SUP,MR,"85","14","90",SB40EN20BP20EO20
"6743","+198727,33+579302,69",SUP,MR,,"1","10",RZRXFX
"6744","+198727,39+559864,06",SUP,R,"65","4","10",RX50RZ50
"6745","+198730,50+571779,77",SUP,R,"75","15",VIN,SB70EB30
"6746","+198735,57+568749,18",SUP,MM,"65","11","30",SB30RZ20BP40PT10
"6747","+198736,72+560813,85",SUP,R,"85","17",VIN,TO80EN10SB10
"6748","+198739,00+562591,00",SUP,R,"85","13",VIN,EN60TO20SB10PT10
"6749","+198747,96+578428,15",SUP,MF,,"3","10",FXRX
"6750","+198748,69+567560,84",SUP,R,"65","12","120",EN60TO20ML10SB10
"6751","+198749,21+584569,70",SUP,MR,"55","14",VIN,SB40EB20PE40
"6752","+198754,93+577992,64",SUP,MR,,"2","10",RXRZFX
"6753","+198755,15+563393,98",SUP,R,"65","5","10",RZ60RX40
"6754","+198755,27+572741,24",SUP,R,"75","17","90",SB70EB30
"6755","+198756,37+566582,38",SUP,MR,"85","13","50",SB60EB10BP30
"6756","+198758,04+567150,11",SUP,R,"45","7","30",RZ90SB10
"6757","+198758,09+577420,04",SUP,MF,,"2","10",RXFXFN
"6758","+198759,62+574741,31",SUP,MR,"55","5","10",RX40RZ30FX30
"6759","+198767,91+562329,36",SUP,R,"65","20","120",ML80EN20
"6760","+198768,12+577820,46",SUP,MR,,"3","10",RXRZFX
"6761","+198771,97+573341,93",SUP,R,"55","6","10",RX60RZ30FX10
"6762","+198779,35+563000,46",SUP,R,"65","6","10",RX50RZ30FN20
"6763","+198780,54+578075,80",SUP,MR,,"3","10",RXRZFX
"6764","+198781,49+570881,23",SUP,R,,"2","10",RZRX
"6765","+198786,71+582156,09",SUP,R,"75","17",VIN,SB70EB10EN10FX10
"6766","+198786,72+585481,53",SUP,R,"95","11","50",SB60EB20BP10FX10
"6767","+198801,85+564823,54",SUP,R,"65","6","10",RX70RZ30
"6768","+198803,65+569305,45",SUP,R,,"3","10",RZRX
"6769","+198804,45+583240,04",SUP,R,"65","15",JIN,SB70EB10EN10PE10
"6770","+198804,82+566691,04",SUP,R,"85","13","50",SB80EB10BP10
"6771","+198806,69+573700,39",SUP,MR,"85","8","30",SB50EB20BP20FN10
"6772","+198806,81+580970,85",SUP,R,"85","15","50",SB80EB10PE10
"6773","+198809,28+560210,81",SUP,R,"75","12","120",EN90RX10
"6774","+198812,98+564700,15",SUP,R,"85","6","10",RX100
"6775","+198813,19+580394,01",SUP,MF,,"2","10",FXRZ
"6776","+198814,04+584461,90",SUP,R,"85","12","50",SB70EB20BP10
"6777","+198816,15+567287,62",SUP,R,"85","7","30",SB90ML10
"6778","+198816,21+583540,95",SUP,R,"85","9","50",SB60EB20BP20
"6779","+198817,83+568040,81",SUP,R,"95","10",JIN,SB50EB30EN10BP10
"6780","+198822,48+578528,84",SUP,MR,,"1","10",RZRXFX
"6781","+198823,78+571833,11",SUP,R,,"3","10",RXRZ
"6782","+198823,80+565346,68",SUP,R,"85","5","10",RX70RZ30
"6783","+198830,56+566048,98",SUP,R,"85","12","50",SB70EB20EN10
"6784","+198835,53+578859,31",SUP,MR,,"1","10",RZRXFX
"6785","+198836,45+571222,68",SUP,R,"65","4","10",RX70RZ30
"6786","+198837,84+577506,94",SUP,MF,,"2","10",RXFXFN
"6787","+198840,12+562690,44",SUP,R,"85","13",VIN,EN60TO20SB10PT10
"6788","+198841,90+573126,38",SUP,R,"75","17","90",SB70EB30
"6789","+198843,47+582034,56",SUP,MF,"95","9","30",BP50FN10EB20SB20
"6790","+198843,66+577779,69",SUP,MR,,"2","10",RXRZFX
"6791","+198843,88+578055,76",SUP,MR,,"2","10",RXRZFX
"6792","+198850,66+578490,30",SUP,MR,,"1","10",RZRXFX
"6793","+198851,90+559347,96",SUP,R,"85","9","30",SB70EN20BP10
"6794","+198852,40+578618,15",SUP,MR,,"1","10",RZRXFX
"6795","+198853,48+579110,23",SUP,MR,,"1","10",RZRXFX
"6796","+198854,84+578218,29",SUP,MR,,"2","10",RXRZFX
"6797","+198859,37+584726,41",SUP,R,"85","8","30",SB70EB20BP10
"6798","+198860,67+568240,80",SUP,R,"85","9","30",SB90EB10
"6799","+198862,51+577010,01",SUP,MM,"75","9","30",SB40EB10BP40FX10
"6800","+198864,05+562581,45",SUP,R,"65","13",VIN,EN50SB50
"6801","+198864,20+572671,39",SUP,R,"85","16","90",SB80EB20
"6802","+198865,72+569917,77",SUP,R,"55","17","90",SB90EB10
"6803","+198876,27+579531,74",SUP,R,"85","16","70",SB90EB10
"6804","+198880,51+565088,33",SUP,R,"65","7","10",SB50RZ30EB20
"6805","+198883,22+579607,95",SUP,MR,,"2","10",RXFXRZ
"6806","+198885,20+583928,00",SUP,MF,"65","17",JIN,PE50BP10SB40
"6807","+198886,97+562086,65",SUP,R,"65","4","10",RX100
"6808","+198889,97+575292,28",SUP,R,"85","17","90",SB70EN20EB10
"6809","+198891,78+570983,40",SUP,R,"75","16","90",SB70EB30
"6810","+198895,27+578243,21",SUP,MR,,"2","10",RXRZFX
"6811","+198897,52+577858,65",SUP,MR,,"2","10",RXRZFX
"6812","+198897,84+577913,19",SUP,MR,,"2","10",RXRZFX
"6813","+198899,01+577973,02",SUP,MR,,"3","10",RXRZFX
"6814","+198901,80+563847,62",SUP,R,"75","8","30",SB70EB20EN10
"6815","+198905,02+578330,94",SUP,MR,,"3","10",RXRZFX
"6816","+198905,30+577347,47",SUP,R,"95","18","90",SB80EB20
"6817","+198907,05+571658,02",SUP,R,"45","16","90",EB40SB40BP20
"6818","+198915,35+561918,65",SUP,R,"65","5","10",RX100
"6819","+198915,82+577677,90",SUP,MR,,"2","10",RXFXRZ
"6820","+198917,38+578655,27",SUP,MR,,"1","10",RZRXFX
"6821","+198920,12+581423,48",SUP,R,"65","16",VIN,SB60EN20EB10BP10
"6822","+198922,01+579728,19",SUP,MR,,"2","10",RXFXRZ
"6823","+198923,68+583491,62",INF,R,"55","8","30",SB80EB20
"6824","+198923,68+583491,62",SUP,R,"55","13","70",SB80EB20
"6825","+198928,31+566354,18",SUP,R,"95","8","30",SB90EB10
"6826","+198930,78+578923,05",SUP,MR,,"1","10",RZRXFX
"6827","+198934,26+577997,41",SUP,MR,,"3","10",RXRZFX
"6828","+198941,58+578311,45",SUP,MR,,"3","10",RXRZFX
"6829","+198942,60+582804,24",SUP,MR,"85","10","50",SB40EB20BP20EO10FN10
"6830","+198943,06+559766,31",SUP,R,"55","4","10",RX50RZ50
"6831","+198945,60+561482,81",SUP,R,"85","13","50",SB80EB20
"6832","+198946,77+576704,64",SUP,R,"85","14","50",SB80EB20
"6833","+198947,64+578802,88",SUP,MR,,"1","10",RZRXFX
"6834","+198950,96+581232,82",SUP,R,"85","15","50",SB80EB10PE10
"6835","+198956,40+569489,13",SUP,R,"85","16","90",SB80EB10EN10
"6836","+198957,68+580633,30",SUP,R,"95","14","50",SB90EB10
"6837","+198957,77+581334,40",SUP,R,"65","16",VIN,SB60EN20EB10BP10
"6838","+198958,39+562183,36",SUP,R,"75","13",VIN,EN50SB40RX10
"6839","+198959,39+585642,75",SUP,MR,"65","14","70",SB40EB10EN10BP20PE20
"6840","+198959,82+579662,77",SUP,MR,,"2","10",RXFXRZ
"6841","+198960,51+571917,83",SUP,R,"55","17","90",SB60EB40
"6842","+198965,59+580765,04",SUP,MR,"85","16",JIN,SB50EB10BP30PE10
"6843","+198967,71+578147,50",SUP,MR,,"3","10",RXRZFX
